caldt,vwretd,totval,spindx
20130517,0.010277,15352883300.00,1667.47
20130520,-0.000680,15342105600.00,1666.29
20130521,0.001665,15367225000.00,1669.16
20130522,-0.008264,15238419600.00,1655.35
20130523,-0.002871,15192629300.00,1650.51
20130524,-0.000402,15194777300.00,1649.60
20130528,0.006402,15291765100.00,1660.06
20130529,-0.007039,15181842200.00,1648.36
20130530,0.003664,15234821900.00,1654.41
20130531,-0.014153,15008107900.00,1630.74
20130603,0.006028,15097082000.00,1640.42
20130604,-0.005431,15014516200.00,1631.38
20130605,-0.013435,14809304600.00,1608.90
20130606,0.008539,14933499000.00,1622.56
20130607,0.012915,15150502000.00,1643.38
20130610,-0.000310,15144707400.00,1642.81
20130611,-0.010230,14989674000.00,1626.13
20130612,-0.008146,14863179500.00,1612.52
20130613,0.014841,15081619300.00,1636.36
20130614,-0.005876,14992848200.00,1626.73
20130617,0.007613,15106699400.00,1639.04
20130618,0.007811,15224430000.00,1651.81
20130619,-0.013912,15012515700.00,1628.93
20130620,-0.024876,14636815200.00,1588.19
20130621,0.002351,14671146400.00,1592.43
20130624,-0.011854,14497671700.00,1573.09
20130625,0.009489,14633817300.00,1588.03
20130626,0.009840,14774856400.00,1603.26
20130627,0.006371,14867724800.00,1613.20
20130628,-0.004367,14791521300.00,1606.28
20130701,0.005481,14867342100.00,1614.96
20130702,-0.000412,14858028500.00,1614.08
20130703,0.000831,14870245100.00,1615.41
20130705,0.010113,15020627000.00,1631.89
20130708,0.005695,15101798500.00,1640.46
20130709,0.007262,15202937300.00,1652.32
20130710,0.000236,15205796700.00,1652.62
20130711,0.013691,15412471200.00,1675.02
20130712,0.003009,15458803900.00,1680.19
20130715,0.001522,15481724200.00,1682.50
20130716,-0.003745,15423748200.00,1676.26
20130717,0.002830,15465876100.00,1680.91
20130718,0.005012,15541224100.00,1689.37
20130719,0.001503,15563991300.00,1692.09
20130722,0.002035,15594976900.00,1695.53
20130723,-0.001750,15567754600.00,1692.39
20130724,-0.003726,15509566300.00,1685.94
20130725,0.002500,15548051700.00,1690.25
20130726,0.000813,15561526100.00,1691.65
20130729,-0.003651,15503679400.00,1685.33
20130730,0.000527,15511374900.00,1685.96
20130731,-0.000104,15481333300.00,1685.73
20130801,0.012504,15673304600.00,1706.87
20130802,0.001666,15699025900.00,1709.67
20130805,-0.001412,15675267100.00,1707.14
20130806,-0.005701,15585453500.00,1697.37
20130807,-0.003545,15524450800.00,1690.91
20130808,0.004056,15583808100.00,1697.48
20130809,-0.003307,15529494300.00,1691.42
20130812,-0.001138,15511335300.00,1689.47
20130813,0.002888,15552518400.00,1694.16
20130814,-0.004962,15472270200.00,1685.39
20130815,-0.014269,15248977200.00,1661.32
20130816,-0.003337,15197308800.00,1655.83
20130819,-0.005888,15107067600.00,1646.06
20130820,0.003870,15164840200.00,1652.35
20130821,-0.005602,15079093600.00,1642.80
20130822,0.008594,15208537000.00,1656.96
20130823,0.004166,15269691500.00,1663.50
20130826,-0.004020,15208103100.00,1656.78
20130827,-0.015764,14968364500.00,1630.48
20130828,0.002691,15005807800.00,1634.96
20130829,0.002221,15036921800.00,1638.17
20130830,-0.002944,14967939700.00,1632.97
20130903,0.004108,15026881400.00,1639.77
20130904,0.008289,15147365800.00,1653.08
20130905,0.001261,15166035800.00,1655.08
20130906,0.000194,15166929600.00,1655.17
20130909,0.010143,15320152900.00,1671.71
20130910,0.007445,15434256000.00,1683.99
20130911,0.003132,15493363000.00,1689.13
20130912,-0.003057,15441551800.00,1683.42
20130913,0.002824,15485824000.00,1687.99
20130916,0.005725,15574411700.00,1697.60
20130917,0.004337,15641060700.00,1704.76
20130918,0.012281,15832995500.00,1725.52
20130919,-0.001649,15804419100.00,1722.34
20130920,-0.007180,15690816100.00,1709.91
20130923,-0.004703,15637893100.00,1701.84
20130924,-0.002512,15597054400.00,1697.42
20130925,-0.002836,15552337300.00,1692.77
20130926,0.003647,15606085300.00,1698.67
20130927,-0.004064,15534064300.00,1691.75
20130930,-0.006004,15425476800.00,1681.55
20131001,0.007948,15552896400.00,1695.00
20131002,-0.000453,15542908000.00,1693.87
20131003,-0.008983,15403251500.00,1678.66
20131004,0.006997,15510379500.00,1690.50
20131007,-0.008653,15376102100.00,1676.12
20131008,-0.011835,15189591300.00,1655.45
20131009,0.000665,15198228300.00,1656.40
20131010,0.021999,15530266400.00,1692.56
20131011,0.006247,15627103600.00,1703.20
20131014,0.004028,15690075900.00,1710.14
20131015,-0.007049,15579427100.00,1698.06
20131016,0.013931,15794993800.00,1721.54
20131017,0.006748,15900831700.00,1733.15
20131018,0.006599,16005471100.00,1744.50
20131021,0.000049,16004292300.00,1744.66
20131022,0.005811,16097314100.00,1754.67
20131023,-0.004769,16020394300.00,1746.38
20131024,0.003382,16074326700.00,1752.07
20131025,0.004538,16147066600.00,1759.77
20131028,0.001408,16169717800.00,1762.11
20131029,0.005638,16252986500.00,1771.95
20131030,-0.004725,16174597500.00,1763.31
20131031,-0.003629,16084261800.00,1756.54
20131101,0.002812,16128939500.00,1761.64
20131104,0.003611,16187301800.00,1767.93
20131105,-0.002643,16142761600.00,1762.97
20131106,0.004945,16213455100.00,1770.49
20131107,-0.013047,15998367100.00,1747.15
20131108,0.013383,16212262600.00,1770.61
20131111,0.000868,16226327200.00,1771.89
20131112,-0.002210,16189346800.00,1767.69
20131113,0.008407,16326389400.00,1782.00
20131114,0.005032,16405542100.00,1790.62
20131115,0.004164,16473592400.00,1798.18
20131118,-0.003615,16412919200.00,1791.53
20131119,-0.001941,16377793300.00,1787.87
20131120,-0.003578,16318436000.00,1781.37
20131121,0.008144,16450171300.00,1795.85
20131122,0.005076,16531801200.00,1804.76
20131125,-0.001130,16512917500.00,1802.48
20131126,0.000306,16516277300.00,1802.75
20131127,0.002796,16554309400.00,1807.23
20131129,-0.000704,16530422500.00,1805.81
20131202,-0.002526,16484874500.00,1800.90
20131203,-0.003192,16431382000.00,1795.15
20131204,-0.001071,16408879000.00,1792.81
20131205,-0.004448,16335382800.00,1785.03
20131206,0.011338,16519084000.00,1805.09
20131209,0.001871,16546037000.00,1808.37
20131210,-0.003295,16510633900.00,1802.62
20131211,-0.011122,16325176400.00,1782.22
20131212,-0.003588,16262086700.00,1775.50
20131213,-0.000063,16260727200.00,1775.32
20131216,0.006329,16363237200.00,1786.54
20131217,-0.003089,16312556700.00,1781.00
20131218,0.016609,16584388500.00,1810.65
20131219,-0.000494,16573963100.00,1809.60
20131220,0.005032,16657358300.00,1818.32
20131223,0.005333,16861472900.00,1827.99
20131224,0.003015,16910421200.00,1833.32
20131226,0.004784,16992748800.00,1842.02
20131227,-0.000212,16985411700.00,1841.40
20131230,-0.000111,16982404300.00,1841.07
20131231,0.003983,17040954800.00,1848.36
20140102,-0.008595,16892208300.00,1831.98
20140103,-0.000275,16886880900.00,1831.37
20140106,-0.002495,16844458500.00,1826.77
20140107,0.006090,16946866200.00,1837.88
20140108,0.000056,16942943600.00,1837.49
20140109,0.000369,16949192700.00,1838.13
20140110,0.002358,16988910300.00,1842.37
20140113,-0.012524,16774325700.00,1819.20
20140114,0.010866,16956620100.00,1838.88
20140115,0.005061,17042002000.00,1848.38
20140116,-0.001358,17018450000.00,1845.89
20140117,-0.003801,16953565600.00,1838.70
20140121,0.002788,17000513200.00,1843.80
20140122,0.000648,17009350100.00,1844.86
20140123,-0.008917,16857541000.00,1828.46
20140124,-0.020885,16498447100.00,1790.29
20140127,-0.004946,16415987700.00,1781.56
20140128,0.006288,16519484300.00,1792.50
20140129,-0.010172,16349637900.00,1774.20
20140130,0.011493,16537306400.00,1794.19
20140131,-0.006640,16410535500.00,1782.59
20140203,-0.022957,16032131700.00,1741.89
20140204,0.007695,16154553000.00,1755.20
20140205,-0.001722,16121990400.00,1751.64
20140206,0.012905,16322020300.00,1773.43
20140207,0.013283,16538372900.00,1797.02
20140210,0.001672,16565632100.00,1799.84
20140211,0.011133,16749172200.00,1819.75
20140212,0.000190,16744385900.00,1819.26
20140213,0.006053,16843454600.00,1829.83
20140214,0.004822,16922701300.00,1838.63
20140218,0.001301,16941651300.00,1840.76
20140219,-0.006349,16832981400.00,1828.75
20140220,0.006132,16933258700.00,1839.78
20140221,-0.001748,16901630400.00,1836.25
20140224,0.006270,17007492700.00,1847.61
20140225,-0.001301,16984956200.00,1845.12
20140226,0.000376,16988102800.00,1845.16
20140227,0.004977,17070383000.00,1854.29
20140228,0.002726,17141525900.00,1859.45
20140303,-0.007366,17010527600.00,1845.73
20140304,0.015324,17270821700.00,1873.91
20140305,0.000157,17270169900.00,1873.81
20140306,0.001736,17296893400.00,1877.03
20140307,0.000550,17303909700.00,1878.04
20140310,-0.000494,17295097100.00,1877.17
20140311,-0.005036,17207185600.00,1867.63
20140312,0.000613,17212954900.00,1868.20
20140313,-0.011595,17011220500.00,1846.34
20140314,-0.002778,16963488400.00,1841.13
20140317,0.009605,17127916000.00,1858.83
20140318,0.007293,17252380800.00,1872.25
20140319,-0.006192,17145549500.00,1860.77
20140320,0.006026,17248592800.00,1872.01
20140321,-0.002971,17197063500.00,1866.52
20140324,-0.004746,17130328200.00,1857.44
20140325,0.004416,17204259300.00,1865.62
20140326,-0.007022,17082796800.00,1852.56
20140327,-0.001715,17050549400.00,1849.04
20140328,0.004673,17111410800.00,1857.62
20140331,0.007985,17232591700.00,1872.34
20140401,0.007171,17355076300.00,1885.52
20140402,0.003009,17407962200.00,1890.90
20140403,-0.001183,17417804200.00,1888.77
20140404,-0.012602,17197726400.00,1865.09
20140407,-0.010670,17013963400.00,1845.04
20140408,0.004302,17081759000.00,1851.96
20140409,0.011019,17268549800.00,1872.18
20140410,-0.021010,16905666400.00,1833.08
20140411,-0.009449,16744023000.00,1815.69
20140414,0.008280,16882595600.00,1830.61
20140415,0.006704,16994692500.00,1842.98
20140416,0.010551,17173824100.00,1862.31
20140417,0.001345,17196199900.00,1864.85
20140421,0.003740,17260362400.00,1871.89
20140422,0.004064,17330691300.00,1879.55
20140423,-0.002149,17291156000.00,1875.39
20140424,0.001664,17319318700.00,1878.61
20140425,-0.008293,17174712100.00,1863.40
20140428,0.003239,17229128600.00,1869.43
20140429,0.004856,17312588300.00,1878.33
20140430,0.003123,17338111900.00,1883.95
20140501,-0.000047,17326920400.00,1883.68
20140502,-0.001378,17302705200.00,1881.14
20140505,0.001898,17334194000.00,1884.66
20140506,-0.008985,17178062500.00,1867.72
20140507,0.005960,17265998900.00,1878.21
20140508,-0.001097,17259544500.00,1875.63
20140509,0.001806,17287393600.00,1878.48
20140512,0.009899,17458105200.00,1896.65
20140513,0.000701,17465833400.00,1897.45
20140514,-0.004558,17382890400.00,1888.53
20140515,-0.009363,17217004200.00,1870.85
20140516,0.003727,17281097500.00,1877.86
20140519,0.003886,17347152000.00,1885.08
20140520,-0.006523,17233437100.00,1872.83
20140521,0.008260,17373306400.00,1888.03
20140522,0.002440,17413365400.00,1892.49
20140523,0.004329,17488516100.00,1900.53
20140527,0.005997,17593214000.00,1911.91
20140528,-0.001014,17572510600.00,1909.78
20140529,0.005499,17663620200.00,1920.03
20140530,0.001890,17675521400.00,1923.57
20140602,0.000832,17684819900.00,1924.97
20140603,-0.000387,17677134800.00,1924.24
20140604,0.002108,17711053600.00,1927.88
20140605,0.006645,17827647500.00,1940.46
20140606,0.004822,17910860300.00,1949.44
20140609,0.000962,17924808900.00,1951.27
20140610,-0.000262,17920000300.00,1950.79
20140611,-0.003447,17856197800.00,1943.89
20140612,-0.006838,17729041200.00,1930.11
20140613,0.003143,17784395600.00,1936.16
20140616,0.000825,17799217500.00,1937.78
20140617,0.002241,17838734500.00,1941.99
20140618,0.007848,17978374500.00,1956.98
20140619,0.001311,17999485900.00,1959.48
20140620,0.001691,18029824200.00,1962.87
20140623,-0.000019,18037779000.00,1962.61
20140624,-0.006352,17921691100.00,1949.98
20140625,0.004824,18007679100.00,1959.53
20140626,-0.001148,17983954100.00,1957.22
20140627,0.002066,18013804100.00,1960.96
20140630,-0.000311,17997792100.00,1960.23
20140701,0.006864,18101147400.00,1973.32
20140702,0.000656,18116679400.00,1974.62
20140703,0.005392,18213995900.00,1985.44
20140707,-0.003839,18143261200.00,1977.65
20140708,-0.006723,18016134900.00,1963.71
20140709,0.004662,18099022400.00,1972.83
20140710,-0.004144,18024029900.00,1964.68
20140711,0.001618,18051348800.00,1967.57
20140714,0.004856,18138920600.00,1977.10
20140715,-0.001933,18103680200.00,1973.28
20140716,0.004352,18180502000.00,1981.57
20140717,-0.011614,17971398800.00,1958.12
20140718,0.010239,18174949400.00,1978.22
20140721,-0.002260,18133162500.00,1973.63
20140722,0.004959,18223302300.00,1983.53
20140723,0.001767,18255268800.00,1987.01
20140724,0.000465,18263568300.00,1987.98
20140725,-0.004938,18171126000.00,1978.34
20140728,0.000228,18176122100.00,1978.91
20140729,-0.004486,18093575000.00,1969.95
20140730,0.000194,18094153500.00,1970.07
20140731,-0.019929,17705580400.00,1930.67
20140801,-0.002982,17652600500.00,1925.15
20140804,0.007143,17777398600.00,1938.99
20140805,-0.009499,17606965200.00,1920.21
20140806,0.000378,17607396100.00,1920.24
20140807,-0.005303,17515883100.00,1909.57
20140808,0.011524,17716713200.00,1931.59
20140811,0.002901,17764881400.00,1936.92
20140812,-0.001668,17734345400.00,1933.75
20140813,0.006939,17852921100.00,1946.72
20140814,0.004360,17929895000.00,1955.18
20140815,0.000085,17929344800.00,1955.06
20140818,0.008628,18082651000.00,1971.74
20140819,0.005292,18175149600.00,1981.60
20140820,0.002524,18219717600.00,1986.51
20140821,0.002979,18273481400.00,1992.37
20140822,-0.001758,18239042400.00,1988.40
20140825,0.004783,18326167600.00,1997.92
20140826,0.001090,18345939900.00,2000.02
20140827,0.000132,18344614700.00,2000.12
20140828,-0.001583,18313102800.00,1996.74
20140829,0.003363,18342510800.00,2003.37
20140902,-0.000439,18333730800.00,2002.28
20140903,-0.000566,18319959000.00,2000.72
20140904,-0.001383,18293885200.00,1997.65
20140905,0.005057,18386267800.00,2007.71
20140908,-0.002982,18328449200.00,2001.54
20140909,-0.006551,18208088800.00,1988.44
20140910,0.003676,18273176200.00,1995.69
20140911,0.001135,18288685000.00,1997.45
20140912,-0.005910,18180305400.00,1985.54
20140915,-0.000819,18165051000.00,1984.13
20140916,0.007541,18301764200.00,1998.98
20140917,0.001261,18324360500.00,2001.57
20140918,0.005027,18414016400.00,2011.36
20140919,-0.000442,18405613100.00,2010.40
20140922,-0.008037,18271145700.00,1994.29
20140923,-0.005735,18164513000.00,1982.77
20140924,0.007993,18309418600.00,1998.30
20140925,-0.016122,18014240000.00,1965.99
20140926,0.008738,18149828800.00,1982.85
20140929,-0.002507,18102942500.00,1977.80
20140930,-0.002648,18057660200.00,1972.29
20141001,-0.013082,17814872500.00,1946.16
20141002,0.000146,17815972400.00,1946.17
20141003,0.011167,18014706300.00,1967.90
20141006,-0.001490,18002334400.00,1964.82
20141007,-0.015091,17730528600.00,1935.10
20141008,0.017686,18038137000.00,1968.89
20141009,-0.020568,17666231000.00,1928.21
20141010,-0.011288,17464885000.00,1906.13
20141013,-0.016465,17177446100.00,1874.74
20141014,0.001633,17205409600.00,1877.70
20141015,-0.008095,17064553500.00,1862.49
20141016,0.000072,17064793100.00,1862.76
20141017,0.012737,17281404800.00,1886.76
20141020,0.009184,17439763800.00,1904.01
20141021,0.019483,17778995400.00,1941.28
20141022,-0.007090,17650979900.00,1927.11
20141023,0.012180,17865909700.00,1950.82
20141024,0.006866,17988312900.00,1964.58
20141027,-0.001469,17960550600.00,1961.63
20141028,0.011817,18172574900.00,1985.05
20141029,-0.001291,18147175300.00,1982.30
20141030,0.006384,18261419800.00,1994.65
20141031,0.011692,18434167500.00,2018.05
20141103,-0.000161,18423335300.00,2017.81
20141104,-0.002762,18372331900.00,2012.10
20141105,0.005923,18481685300.00,2023.57
20141106,0.004119,18552143900.00,2031.21
20141107,0.000677,18561057200.00,2031.92
20141110,0.003279,18620859200.00,2038.26
20141111,0.000677,18633474200.00,2039.68
20141112,-0.000444,18619822100.00,2038.25
20141113,0.000912,18635186000.00,2039.33
20141114,0.000423,18640994200.00,2039.82
20141117,0.000814,18655237300.00,2041.32
20141118,0.005303,18750465400.00,2051.80
20141119,-0.001267,18725571300.00,2048.72
20141120,0.001877,18760329200.00,2052.75
20141121,0.005325,18857691400.00,2063.50
20141124,0.002893,18911972100.00,2069.41
20141125,-0.001140,18888447800.00,2067.03
20141126,0.003037,18938549400.00,2072.83
20141128,-0.002131,18871755500.00,2067.56
20141201,-0.006999,18736525000.00,2053.44
20141202,0.006352,18854593500.00,2066.55
20141203,0.003846,18921634600.00,2074.33
20141204,-0.001108,18900106100.00,2071.92
20141205,0.001607,18943595700.00,2075.37
20141208,-0.007021,18807806700.00,2060.31
20141209,-0.000191,18804043900.00,2059.82
20141210,-0.016261,18496980800.00,2026.14
20141211,0.004852,18581394700.00,2035.33
20141212,-0.016058,18282368800.00,2002.33
20141215,-0.006143,18169096800.00,1989.63
20141216,-0.008611,18012651300.00,1972.74
20141217,0.020318,18377755000.00,2012.89
20141218,0.024296,18821444800.00,2061.23
20141219,0.004482,18905825900.00,2070.65
20141222,0.004086,18980496700.00,2078.54
20141223,0.001904,19015722100.00,2082.17
20141224,-0.000148,19012188600.00,2081.88
20141226,0.003310,19066455900.00,2088.77
20141229,0.000948,19080251400.00,2090.57
20141230,-0.004736,18987615700.00,2080.35
20141231,-0.010244,18847408800.00,2058.90
20150102,-0.000165,18841749700.00,2058.20
20150105,-0.018112,18499161700.00,2020.58
20150106,-0.008869,18335102000.00,2002.61
20150107,0.012110,18551468800.00,2025.90
20150108,0.017830,18881841800.00,2062.14
20150109,-0.008400,18722996400.00,2044.81
20150112,-0.007980,18573590200.00,2028.26
20150113,-0.002560,18524185100.00,2023.03
20150114,-0.005905,18414439400.00,2011.27
20150115,-0.009149,18245376400.00,1992.67
20150116,0.013317,18485485900.00,2019.42
20150120,0.001686,18516052800.00,2022.55
20150121,0.004874,18604110900.00,2032.12
20150122,0.015301,18887925500.00,2063.15
20150123,-0.005362,18786458500.00,2051.82
20150126,0.002496,18833081400.00,2057.09
20150127,-0.013292,18571313400.00,2029.55
20150128,-0.013338,18322044500.00,2002.16
20150129,0.009638,18498920900.00,2021.25
20150130,-0.012832,18291336700.00,1994.99
20150202,0.012851,18525114400.00,2020.85
20150203,0.014306,18790179900.00,2050.03
20150204,-0.003814,18712866100.00,2041.51
20150205,0.010546,18904337900.00,2062.52
20150206,-0.003109,18840021700.00,2055.47
20150209,-0.004306,18758067400.00,2046.74
20150210,0.010839,18960518400.00,2068.59
20150211,0.000206,18958097400.00,2068.53
20150212,0.009822,19139667200.00,2088.48
20150213,0.004082,19214899800.00,2096.99
20150217,0.001687,19244394200.00,2100.34
20150218,-0.000185,19238697900.00,2099.68
20150219,-0.000949,19217474400.00,2097.45
20150220,0.006179,19334746800.00,2110.30
20150223,-0.000248,19329771500.00,2109.66
20150224,0.002685,19381331100.00,2115.48
20150225,-0.000578,19366786800.00,2113.86
20150226,-0.001256,19345560500.00,2110.74
20150227,-0.002875,19233834700.00,2104.50
20150302,0.006270,19353061300.00,2117.39
20150303,-0.004584,19264073000.00,2107.78
20150304,-0.004182,19179599700.00,2098.53
20150305,0.001384,19205389700.00,2101.04
20150306,-0.014191,18930499700.00,2071.26
20150309,0.004038,19004510900.00,2079.43
20150310,-0.016802,18684090500.00,2044.16
20150311,-0.001821,18646158900.00,2040.24
20150312,0.012985,18892406100.00,2065.95
20150313,-0.005975,18778534600.00,2053.40
20150316,0.013627,19033844200.00,2081.19
20150317,-0.003348,18886034400.00,2074.28
20150318,0.012142,19126806900.00,2099.50
20150319,-0.004840,19034042200.00,2089.27
20150320,0.009114,19207601200.00,2108.10
20150323,-0.001711,19244218300.00,2104.42
20150324,-0.005943,19128256500.00,2091.50
20150325,-0.014650,18847745000.00,2061.05
20150326,-0.002283,18804317500.00,2056.15
20150327,0.002482,18845300300.00,2061.02
20150330,0.012275,19074808800.00,2086.24
20150331,-0.008564,18945863400.00,2067.89
20150401,-0.003964,18868522600.00,2059.69
20150402,0.003517,18933697300.00,2066.96
20150406,0.006606,19058532500.00,2080.62
20150407,-0.002077,19024698800.00,2076.33
20150408,0.003188,19078297400.00,2081.90
20150409,0.004435,19162816200.00,2091.18
20150410,0.005049,19251605300.00,2102.06
20150413,-0.004475,19163797100.00,2092.43
20150414,0.001618,19194714700.00,2095.84
20150415,0.005081,19292265300.00,2106.63
20150416,-0.000811,19275155300.00,2104.99
20150417,-0.011408,19055228800.00,2081.18
20150420,0.009185,19229635800.00,2100.40
20150421,-0.001377,19202969700.00,2097.29
20150422,0.005124,19300781900.00,2107.96
20150423,0.002475,19346732100.00,2112.93
20150424,0.002430,19393126700.00,2117.69
20150427,-0.004142,19312430500.00,2108.92
20150428,0.002747,19362889300.00,2114.76
20150429,-0.003773,19288370300.00,2106.85
20150430,-0.010055,19090457900.00,2085.51
20150501,0.010831,19297631800.00,2108.29
20150504,0.002882,19353173300.00,2114.49
20150505,-0.011716,19124736800.00,2089.46
20150506,-0.004029,19039479500.00,2080.15
20150507,0.004091,19112759300.00,2088.00
20150508,0.013380,19367971100.00,2116.10
20150511,-0.004815,19271023300.00,2105.33
20150512,-0.002810,19185689200.00,2099.12
20150513,-0.000103,19210172600.00,2098.48
20150514,0.010902,19417396800.00,2121.10
20150515,0.000819,19430898300.00,2122.73
20150518,0.003104,19490442500.00,2129.20
20150519,-0.000774,19471453200.00,2127.83
20150520,-0.000843,19452997500.00,2125.85
20150521,0.002523,19499429300.00,2130.82
20150522,-0.002228,19455773200.00,2126.06
20150526,-0.010319,19254859200.00,2104.20
20150527,0.009336,19431411400.00,2123.48
20150528,-0.001115,19406306100.00,2120.79
20150529,-0.006246,19246562600.00,2107.39
20150601,0.002189,19286851600.00,2111.73
20150602,-0.000941,19266160000.00,2109.60
20150603,0.002344,19307792800.00,2114.07
20150604,-0.008604,19141412800.00,2095.84
20150605,-0.001427,19113232500.00,2092.83
20150608,-0.006372,18988102700.00,2079.28
20150609,0.000510,18943979200.00,2080.15
20150610,0.012180,19228488200.00,2105.20
20150611,0.002003,19261342300.00,2108.86
20150612,-0.006905,19118134800.00,2094.11
20150615,-0.004626,19029387100.00,2084.43
20150616,0.005804,19139582000.00,2096.29
20150617,0.002029,19178032000.00,2100.44
20150618,0.009846,19364412400.00,2121.24
20150619,-0.005333,19261096500.00,2109.99
20150622,0.006047,19382516000.00,2122.85
20150623,0.000747,19395443500.00,2124.20
20150624,-0.007300,19253241300.00,2108.58
20150625,-0.002942,19195884800.00,2102.31
20150626,-0.000170,19177680800.00,2101.49
20150629,-0.020733,18776706900.00,2057.64
20150630,0.002715,18822415700.00,2063.11
20150701,0.007103,18954321300.00,2077.42
20150702,-0.000255,18953686400.00,2076.78
20150706,-0.003790,18919795200.00,2068.76
20150707,0.006243,19028589200.00,2081.34
20150708,-0.016269,18713625000.00,2046.68
20150709,0.002294,18768105200.00,2051.31
20150710,0.012365,18999850200.00,2076.62
20150713,0.011254,19211929100.00,2099.60
20150714,0.004466,19297656300.00,2108.95
20150715,-0.000920,19279614400.00,2107.40
20150716,0.008094,19435309100.00,2124.29
20150717,0.001293,19460133800.00,2126.64
20150720,0.000878,19471022700.00,2128.28
20150721,-0.004271,19386736400.00,2119.21
20150722,-0.002211,19341560800.00,2114.15
20150723,-0.005694,19229815300.00,2102.15
20150724,-0.010448,19028208600.00,2079.65
20150727,-0.005735,18871760700.00,2067.64
20150728,0.012287,19103404400.00,2093.25
20150729,0.007463,19252644400.00,2108.57
20150730,0.000173,19254457900.00,2108.63
20150731,-0.002188,19220137700.00,2103.84
20150803,-0.002674,19168686800.00,2098.04
20150804,-0.002135,19126948200.00,2093.32
20150805,0.003722,19190023700.00,2099.84
20150806,-0.007521,19040222100.00,2083.56
20150807,-0.003013,18981600500.00,2077.57
20150810,0.012667,19221624500.00,2104.18
20150811,-0.009154,19042261400.00,2084.07
20150812,0.001136,19059476200.00,2086.05
20150813,-0.001209,19033641800.00,2083.39
20150814,0.003978,19109324800.00,2091.54
20150817,0.005274,19206569000.00,2102.44
20150818,-0.002598,19150232200.00,2096.92
20150819,-0.008168,18992551400.00,2079.61
20150820,-0.020963,18594385900.00,2035.73
20150821,-0.031656,18002840800.00,1970.89
20150824,-0.039372,17293554400.00,1893.21
20150825,-0.013371,17062083500.00,1867.61
20150826,0.039178,17729192800.00,1940.51
20150827,0.024267,18157629900.00,1987.66
20150828,0.000638,18166385000.00,1988.87
20150831,-0.008319,18012263100.00,1972.18
20150901,-0.029419,17481505500.00,1913.85
20150902,0.018473,17801531400.00,1948.86
20150903,0.001312,17829424900.00,1951.13
20150904,-0.015208,17557116200.00,1921.22
20150908,0.025441,18002086800.00,1969.41
20150909,-0.013809,17751949600.00,1942.04
20150910,0.005224,17843158700.00,1952.29
20150911,0.004920,17925274400.00,1961.05
20150914,-0.004017,17852198200.00,1953.03
20150915,0.012701,18078662800.00,1978.09
20150916,0.008801,18237082200.00,1995.31
20150917,-0.002355,18191232800.00,1990.20
20150918,-0.016077,17898637300.00,1958.03
20150921,0.004610,18025900700.00,1966.97
20150922,-0.012320,17803334600.00,1942.74
20150923,-0.002029,17766316900.00,1938.76
20150924,-0.003418,17705592600.00,1932.24
20150925,-0.000514,17691961100.00,1931.34
20150928,-0.025485,17236036700.00,1881.77
20150929,0.001182,17254443600.00,1884.09
20150930,0.019174,17567261800.00,1920.03
20151001,0.002083,17602684800.00,1923.82
20151002,0.014534,17856327700.00,1951.36
20151005,0.018311,18182305600.00,1987.05
20151006,-0.003618,18115880100.00,1979.92
20151007,0.008414,18260525300.00,1995.83
20151008,0.008754,18432466300.00,2013.43
20151009,0.000816,18432496100.00,2014.89
20151012,0.001286,18456208700.00,2017.46
20151013,-0.006699,18330796500.00,2003.69
20151014,-0.005229,18233940500.00,1994.24
20151015,0.014745,18502031200.00,2023.86
20151016,0.004642,18587118900.00,2033.11
20151019,0.000199,18590561300.00,2033.66
20151020,-0.001494,18562287900.00,2030.77
20151021,-0.005683,18454499800.00,2018.94
20151022,0.016550,18759437300.00,2052.51
20151023,0.010927,18964215800.00,2075.15
20151026,-0.001801,18929804000.00,2071.18
20151027,-0.002521,18882000600.00,2065.89
20151028,0.011773,19102067900.00,2090.35
20151029,-0.000330,19093429000.00,2089.41
20151030,-0.004718,18961900200.00,2079.36
20151102,0.011687,19179316600.00,2104.05
20151103,0.002679,19230399300.00,2109.79
20151104,-0.003090,19164214000.00,2102.31
20151105,-0.000744,19146162300.00,2099.93
20151106,-0.000296,19138297400.00,2099.20
20151109,-0.009597,18950135200.00,2078.58
20151110,0.001874,18980701800.00,2081.72
20151111,-0.003284,18917268800.00,2075.00
20151112,-0.013719,18653963500.00,2045.97
20151113,-0.011285,18443186900.00,2023.04
20151116,0.015160,18719589100.00,2053.19
20151117,-0.000952,18697911200.00,2050.44
20151118,0.016253,19006825200.00,2083.58
20151119,-0.001080,19011238400.00,2081.24
20151120,0.003930,19084269200.00,2089.17
20151123,-0.001019,19064087200.00,2086.59
20151124,0.001202,19086487400.00,2089.14
20151125,0.000107,19086585100.00,2088.87
20151127,0.000756,19096305200.00,2090.11
20151130,-0.004752,18963723800.00,2080.41
20151201,0.010733,19161190100.00,2102.63
20151202,-0.010711,18950813500.00,2079.51
20151203,-0.014242,18680773600.00,2049.62
20151204,0.020367,19061177400.00,2091.69
20151207,-0.006789,18930859000.00,2077.07
20151208,-0.006288,18810228700.00,2063.59
20151209,-0.007690,18664362800.00,2047.62
20151210,0.002337,18705684600.00,2052.23
20151211,-0.019273,18362404000.00,2012.37
20151214,0.004951,18431452600.00,2021.94
20151215,0.010446,18623795300.00,2043.41
